code commune INSEE;nom de la commune;code postal;libellé d'acheminement
76160;CARVILLE LA FOLLETIERE                ;76190;CARVILLE LA FOLLETIERE                
76161;CARVILLE POT DE FER                   ;76560;CARVILLE POT DE FER                   
76162;LE CATELIER                           ;76590;LE CATELIER                           
76163;CATENAY                               ;76116;CATENAY                               
76164;CAUDEBEC EN CAUX                      ;76490;CAUDEBEC EN CAUX                      
76165;CAUDEBEC LES ELBEUF                   ;76320;CAUDEBEC LES ELBEUF                   
76166;LE CAULE STE BEUVE                    ;76390;LE CAULE STE BEUVE                    
76167;CAUVILLE SUR MER                      ;76930;CAUVILLE SUR MER                      
76168;LES CENT ACRES                        ;76590;LES CENT ACRES                        
76169;LA CERLANGUE                          ;76430;LA CERLANGUE                          
76170;LA CHAPELLE DU BOURGAY                ;76590;LA CHAPELLE DU BOURGAY                
76171;LA CHAPELLE ST OUEN                   ;76780;LA CHAPELLE ST OUEN                   
76172;LA CHAPELLE SUR DUN                   ;76740;LA CHAPELLE SUR DUN                   
76173;LA CHAUSSEE                           ;76590;LA CHAUSSEE                           
76174;CIDEVILLE                             ;76570;CIDEVILLE                             
76175;CLAIS                                 ;76660;CLAIS                                 
76176;CLASVILLE                             ;76450;CLASVILLE                             
76177;CLAVILLE MOTTEVILLE                   ;76690;CLAVILLE MOTTEVILLE                   
76178;CLEON                                 ;76410;CLEON                                 
76179;CLERES                                ;76690;CLERES                                
76180;CLEUVILLE                             ;76450;CLEUVILLE                             
76181;CLEVILLE                              ;76640;CLEVILLE                              
76182;CLIPONVILLE                           ;76640;CLIPONVILLE                           
76183;COLLEVILLE                            ;76400;COLLEVILLE                            
76184;COLMESNIL MANNEVILLE                  ;76550;COLMESNIL MANNEVILLE                  
76185;COMPAINVILLE                          ;76440;COMPAINVILLE                          
76186;CONTEVILLE                            ;76390;CONTEVILLE                            
76187;CONTREMOULINS                         ;76400;CONTREMOULINS                         
76188;COTTEVRARD                            ;76850;COTTEVRARD                            
76189;CRASVILLE LA MALLET                   ;76450;CRASVILLE LA MALLET                   
76190;CRASVILLE LA ROCQUEFORT               ;76740;CRASVILLE LA ROCQUEFORT               
76191;CRESSY                                ;76720;CRESSY                                
76192;CRIEL SUR MER                         ;76910;CRIEL SUR MER                         
76193;LA CRIQUE                             ;76850;LA CRIQUE                             
76194;CRIQUEBEUF EN CAUX                    ;76111;CRIQUEBEUF EN CAUX                    
76195;CRIQUETOT LE MAUCONDUIT               ;76540;CRIQUETOT LE MAUCONDUIT               
76196;CRIQUETOT L ESNEVAL                   ;76280;CRIQUETOT L ESNEVAL                   
76197;CRIQUETOT SUR LONGUEVILLE             ;76590;CRIQUETOT SUR LONGUEVILLE             
76198;CRIQUETOT SUR OUVILLE                 ;76760;CRIQUETOT SUR OUVILLE                 
76199;CRIQUIERS                             ;76390;CRIQUIERS                             
76200;CRITOT                                ;76680;CRITOT                                
76201;CROISY SUR ANDELLE                    ;76780;CROISY SUR ANDELLE                    
76202;CROIXDALLE                            ;76660;CROIXDALLE                            
76203;CROIX MARE                            ;76190;CROIX MARE                            
76204;CROPUS                                ;76720;CROPUS                                
76205;CROSVILLE SUR SCIE                    ;76590;CROSVILLE SUR SCIE                    
76206;CUVERVILLE                            ;76280;CUVERVILLE                            
76207;CUVERVILLE SUR YERES                  ;76260;CUVERVILLE SUR YERES                  
76208;CUY ST FIACRE                         ;76220;CUY ST FIACRE                         
76209;DAMPIERRE EN BRAY                     ;76220;DAMPIERRE EN BRAY                     
76210;DAMPIERRE ST NICOLAS                  ;76510;DAMPIERRE ST NICOLAS                  
76211;DANCOURT                              ;76340;DANCOURT                              
76212;DARNETAL                              ;76160;DARNETAL                              
76213;DAUBEUF SERVILLE                      ;76110;DAUBEUF SERVILLE                      
76214;DENESTANVILLE                         ;76590;DENESTANVILLE                         
76215;DERCHIGNY                             ;76370;DERCHIGNY                             
76216;DEVILLE LES ROUEN                     ;76250;DEVILLE LES ROUEN                     
76217;DIEPPE                                ;76200;DIEPPE                                
76217;DIEPPE                                ;76370;DIEPPE                                
76218;DOUDEAUVILLE                          ;76220;DOUDEAUVILLE                          
76219;DOUDEVILLE                            ;76560;DOUDEVILLE                            
76220;DOUVREND                              ;76630;DOUVREND                              
76221;DROSAY                                ;76460;DROSAY                                
76222;DUCLAIR                               ;76480;DUCLAIR                               
76223;ECALLES ALIX                          ;76190;ECALLES ALIX                          
76224;ECRAINVILLE                           ;76110;ECRAINVILLE                           
76225;ECRETTEVILLE LES BAONS                ;76190;ECRETTEVILLE LES BAONS                
76226;ECRETTEVILLE SUR MER                  ;76540;ECRETTEVILLE SUR MER                  
76227;ECTOT L AUBER                         ;76760;ECTOT L AUBER                         
76228;ECTOT LES BAONS                       ;76970;ECTOT LES BAONS                       
76229;ELBEUF EN BRAY                        ;76220;ELBEUF EN BRAY                        
76230;ELBEUF SUR ANDELLE                    ;76780;ELBEUF SUR ANDELLE                    
76231;ELBEUF                                ;76500;ELBEUF                                
76232;ELETOT                                ;76540;ELETOT                                
76233;ELLECOURT                             ;76390;ELLECOURT                             
76234;EMANVILLE                             ;76570;EMANVILLE                             
76235;ENVERMEU                              ;76630;ENVERMEU                              
76236;ENVRONVILLE                           ;76640;ENVRONVILLE                           
76237;EPINAY SUR DUCLAIR                    ;76480;EPINAY SUR DUCLAIR                    
76238;EPOUVILLE                             ;76133;EPOUVILLE                             
76239;EPRETOT                               ;76430;EPRETOT                               
76240;EPREVILLE                             ;76400;EPREVILLE                             
76241;ERMENOUVILLE                          ;76740;ERMENOUVILLE                          
76242;ERNEMONT LA VILLETTE                  ;76220;ERNEMONT LA VILLETTE                  
76243;ERNEMONT SUR BUCHY                    ;76750;ERNEMONT SUR BUCHY                    
76244;ESCLAVELLES                           ;76270;ESCLAVELLES                           
76245;ESLETTES                              ;76710;ESLETTES                              
76247;ESTEVILLE                             ;76690;ESTEVILLE                             
76248;ESTOUTEVILLE ECALLES                  ;76750;ESTOUTEVILLE ECALLES                  
76249;ETAIMPUIS                             ;76850;ETAIMPUIS                             
76250;ETAINHUS                              ;76430;ETAINHUS                              
76251;ETALLEVILLE                           ;76560;ETALLEVILLE                           
76252;ETALONDES                             ;76260;ETALONDES                             
76253;ETOUTTEVILLE                          ;76190;ETOUTTEVILLE                          
76254;ETRETAT                               ;76790;ETRETAT                               
76255;EU                                    ;76260;EU                                    
76257;FALLENCOURT                           ;76340;FALLENCOURT                           
76258;FAUVILLE EN CAUX                      ;76640;FAUVILLE EN CAUX                      
76259;FECAMP                                ;76400;FECAMP                                
76260;FERRIERES EN BRAY                     ;76220;FERRIERES EN BRAY                     
76261;LA FERTE ST SAMSON                    ;76440;LA FERTE ST SAMSON                    
76262;FESQUES                               ;76270;FESQUES                               
76263;LA FEUILLIE                           ;76220;LA FEUILLIE                           
76264;FLAMANVILLE                           ;76970;FLAMANVILLE                           
76265;FLAMETS FRETILS                       ;76270;FLAMETS FRETILS                       
76266;FLOCQUES                              ;76260;FLOCQUES                              
76267;LA FOLLETIERE                         ;76190;LA FOLLETIERE                         
76268;FONGUEUSEMARE                         ;76280;FONGUEUSEMARE                         
76269;FONTAINE EN BRAY                      ;76440;FONTAINE EN BRAY                      
76270;FONTAINE LA MALLET                    ;76290;FONTAINE LA MALLET                    
76271;FONTAINE LE BOURG                     ;76690;FONTAINE LE BOURG                     
76272;FONTAINE LE DUN                       ;76740;FONTAINE LE DUN                       
76273;FONTAINE SOUS PREAUX                  ;76160;FONTAINE SOUS PREAUX                  
76274;LA FONTELAYE                          ;76890;LA FONTELAYE                          
76275;FONTENAY                              ;76290;FONTENAY                              
76276;FORGES LES EAUX                       ;76440;FORGES LES EAUX                       
76277;LE FOSSE                              ;76440;LE FOSSE                              
76278;FOUCARMONT                            ;76340;FOUCARMONT                            
76279;FOUCART                               ;76640;FOUCART                               
76280;FREAUVILLE                            ;76660;FREAUVILLE                            
76281;LA FRENAYE                            ;76170;LA FRENAYE                            
76282;FRENEUSE                              ;76410;FRENEUSE                              
76283;FRESLES                               ;76270;FRESLES                               
76284;FRESNAY LE LONG                       ;76850;FRESNAY LE LONG                       
76285;FRESNE LE PLAN                        ;76520;FRESNE LE PLAN                        
76286;FRESNOY FOLNY                         ;76660;FRESNOY FOLNY                         
76287;FRESQUIENNES                          ;76570;FRESQUIENNES                          
76288;FREULLEVILLE                          ;76510;FREULLEVILLE                          
76289;FREVILLE                              ;76190;FREVILLE                              
76290;FRICHEMESNIL                          ;76690;FRICHEMESNIL                          
76291;FROBERVILLE                           ;76400;FROBERVILLE                           
76292;FRY                                   ;76780;FRY                                   
76293;FULTOT                                ;76560;FULTOT                                
76294;LA GAILLARDE                          ;76740;LA GAILLARDE                          
76295;GAILLEFONTAINE                        ;76870;GAILLEFONTAINE                        
76296;GAINNEVILLE                           ;76700;GAINNEVILLE                           
76297;GANCOURT ST ETIENNE                   ;76220;GANCOURT ST ETIENNE                   
76298;GANZEVILLE                            ;76400;GANZEVILLE                            
76299;GERPONVILLE                           ;76540;GERPONVILLE                           
76300;GERVILLE                              ;76790;GERVILLE                              
76301;GLICOURT                              ;76630;GLICOURT                              
76302;GODERVILLE                            ;76110;GODERVILLE                            
76303;GOMMERVILLE                           ;76430;GOMMERVILLE                           
76304;GONFREVILLE CAILLOT                   ;76110;GONFREVILLE CAILLOT                   
76305;GONFREVILLE L ORCHER                  ;76700;GONFREVILLE L ORCHER                  
76306;GONNETOT                              ;76730;GONNETOT                              
76307;GONNEVILLE LA MALLET                  ;76280;GONNEVILLE LA MALLET                  
76308;GONNEVILLE SUR SCIE                   ;76590;GONNEVILLE SUR SCIE                   
76309;GONZEVILLE                            ;76560;GONZEVILLE                            
76310;GOUCHAUPRE                            ;76630;GOUCHAUPRE                            
76311;GOUPILLIERES                          ;76570;GOUPILLIERES                          
76312;GOURNAY EN BRAY                       ;76220;GOURNAY EN BRAY                       
76313;GOUY                                  ;76520;GOUY                                  
76314;GRAIMBOUVILLE                         ;76430;GRAIMBOUVILLE                         
76315;GRAINVILLE LA TEINTURIERE             ;76450;GRAINVILLE LA TEINTURIERE             
76316;GRAINVILLE SUR RY                     ;76116;GRAINVILLE SUR RY                     
76317;GRAINVILLE YMAUVILLE                  ;76110;GRAINVILLE YMAUVILLE                  
76318;GRAND CAMP                            ;76170;GRAND CAMP                            
76319;GRAND COURONNE                        ;76530;GRAND COURONNE                        
76320;GRANDCOURT                            ;76660;GRANDCOURT                            
76321;LES GRANDES VENTES                    ;76950;LES GRANDES VENTES                    
76322;LE GRAND QUEVILLY                     ;76120;LE GRAND QUEVILLY                     
76323;GRAVAL                                ;76270;GRAVAL                                
76324;GREGES                                ;76370;GREGES                                
76325;GREMONVILLE                           ;76970;GREMONVILLE                           
76326;GRENY                                 ;76630;GRENY                                 
76327;GREUVILLE                             ;76810;GREUVILLE                             
76328;GRIGNEUSEVILLE                        ;76850;GRIGNEUSEVILLE                        
76329;GRUCHET LE VALASSE                    ;76210;GRUCHET LE VALASSE                    
76330;GRUCHET ST SIMEON                     ;76810;GRUCHET ST SIMEON                     
76331;GRUGNY                                ;76690;GRUGNY                                
76332;GRUMESNIL                             ;76440;GRUMESNIL                             
76333;GUERVILLE                             ;76340;GUERVILLE                             
76334;GUEURES                               ;76730;GUEURES                               
76335;GUEUTTEVILLE                          ;76890;GUEUTTEVILLE                          
76336;GUEUTTEVILLE LES GRES                 ;76460;GUEUTTEVILLE LES GRES                 
76337;GUILMECOURT                           ;76630;GUILMECOURT                           
76338;LA HALLOTIERE                         ;76780;LA HALLOTIERE                         
76339;LE HANOUARD                           ;76450;LE HANOUARD                           
76340;HARCANVILLE                           ;76560;HARCANVILLE                           
76341;HARFLEUR                              ;76700;HARFLEUR                              
76342;HATTENVILLE                           ;76640;HATTENVILLE                           
76343;HAUCOURT                              ;76440;HAUCOURT                              
76344;HAUDRICOURT                           ;76390;HAUDRICOURT                           
76345;HAUSSEZ                               ;76440;HAUSSEZ                               
76346;HAUTOT L AUVRAY                       ;76450;HAUTOT L AUVRAY                       
76347;HAUTOT LE VATOIS                      ;76190;HAUTOT LE VATOIS                      
76348;HAUTOT ST SULPICE                     ;76190;HAUTOT ST SULPICE                     
76349;HAUTOT SUR MER                        ;76550;HAUTOT SUR MER                        
76350;HAUTOT SUR SEINE                      ;76113;HAUTOT SUR SEINE                      
76351;LE HAVRE                              ;76600;LE HAVRE                              
76351;LE HAVRE                              ;76610;LE HAVRE                              
76351;LE HAVRE                              ;76620;LE HAVRE                              
76352;LA HAYE                               ;76780;LA HAYE                               
76353;HEBERVILLE                            ;76740;HEBERVILLE                            
76354;HENOUVILLE                            ;76840;HENOUVILLE                            
76355;HERICOURT EN CAUX                     ;76560;HERICOURT EN CAUX                     
76356;HERMANVILLE                           ;76730;HERMANVILLE                           
76357;HERMEVILLE                            ;76280;HERMEVILLE                            
76358;LE HERON                              ;76780;LE HERON                              
76359;HERONCHELLES                          ;76750;HERONCHELLES                          
76360;HEUGLEVILLE SUR SCIE                  ;76720;HEUGLEVILLE SUR SCIE                  
76361;HEUQUEVILLE                           ;76280;HEUQUEVILLE                           
76362;HEURTEAUVILLE                         ;76940;HEURTEAUVILLE                         
76363;HODENG AU BOSC                        ;76340;HODENG AU BOSC                        
76364;HODENG HODENGER                       ;76780;HODENG HODENGER                       
76365;HOUDETOT                              ;76740;HOUDETOT                              
76366;LE HOULME                             ;76770;LE HOULME                             
76367;HOUPPEVILLE                           ;76770;HOUPPEVILLE                           
76368;HOUQUETOT                             ;76110;HOUQUETOT                             
76369;LA HOUSSAYE BERANGER                  ;76690;LA HOUSSAYE BERANGER                  
76370;HUGLEVILLE EN CAUX                    ;76570;HUGLEVILLE EN CAUX                    
76371;LES IFS                               ;76630;LES IFS                               
76372;ILLOIS                                ;76390;ILLOIS                                
76373;IMBLEVILLE                            ;76890;IMBLEVILLE                            
76374;INCHEVILLE                            ;76117;INCHEVILLE                            
76375;INGOUVILLE                            ;76460;INGOUVILLE                            
76376;INTRAVILLE                            ;76630;INTRAVILLE                            
76377;ISNEAUVILLE                           ;76230;ISNEAUVILLE                           
76378;JUMIEGES                              ;76480;JUMIEGES                              
76379;LAMBERVILLE                           ;76730;LAMBERVILLE                           
76380;LAMMERVILLE                           ;76730;LAMMERVILLE                           
76381;LANDES VIEILLES ET NEUVES             ;76390;LANDES VIEILLES ET NEUVES             
76382;LANQUETOT                             ;76210;LANQUETOT                             
76383;LESTANVILLE                           ;76730;LESTANVILLE                           
76384;LILLEBONNE                            ;76170;LILLEBONNE                            
76385;LIMESY                                ;76570;LIMESY                                
76386;LIMPIVILLE                            ;76540;LIMPIVILLE                            
76387;LINDEBEUF                             ;76760;LINDEBEUF                             
76388;LINTOT                                ;76210;LINTOT                                
76389;LINTOT LES BOIS                       ;76590;LINTOT LES BOIS                       
76390;LES LOGES                             ;76790;LES LOGES                             
76391;LA LONDE                              ;76500;LA LONDE                              
76392;LONDINIERES                           ;76660;LONDINIERES                           
76393;LONGMESNIL                            ;76440;LONGMESNIL                            
76394;LONGROY                               ;76260;LONGROY                               
76395;LONGUEIL                              ;76860;LONGUEIL                              
76396;LONGUERUE                             ;76750;LONGUERUE                             
76397;LONGUEVILLE SUR SCIE                  ;76590;LONGUEVILLE SUR SCIE                  
76398;LOUVETOT                              ;76490;LOUVETOT                              
76399;LUCY                                  ;76270;LUCY                                  
76400;LUNERAY                               ;76810;LUNERAY                               
76401;LA MAILLERAYE SUR SEINE               ;76940;LA MAILLERAYE SUR SEINE               
76402;MALAUNAY                              ;76770;MALAUNAY                              
76403;MALLEVILLE LES GRES                   ;76450;MALLEVILLE LES GRES                   
76404;MANEGLISE                             ;76133;MANEGLISE                             
76405;MANEHOUVILLE                          ;76590;MANEHOUVILLE                          
76406;MANIQUERVILLE                         ;76400;MANIQUERVILLE                         
76407;MANNEVILLE ES PLAINS                  ;76460;MANNEVILLE ES PLAINS                  
76408;MANNEVILLE LA GOUPIL                  ;76110;MANNEVILLE LA GOUPIL                  
76409;MANNEVILLETTE                         ;76290;MANNEVILLETTE                         
76410;MAROMME                               ;76150;MAROMME                               
76411;MARQUES                               ;76390;MARQUES                               
76412;MARTAINVILLE EPREVILLE                ;76116;MARTAINVILLE EPREVILLE                
76413;MARTIGNY                              ;76880;MARTIGNY                              
76414;MARTIN EGLISE                         ;76370;MARTIN EGLISE                         
76415;MASSY                                 ;76270;MASSY                                 
76416;MATHONVILLE                           ;76680;MATHONVILLE                           
76417;MAUCOMBLE                             ;76680;MAUCOMBLE                             
76418;MAULEVRIER STE GERTRUDE               ;76490;MAULEVRIER STE GERTRUDE               
76419;MAUNY                                 ;76530;MAUNY                                 
76420;MAUQUENCHY                            ;76440;MAUQUENCHY                            
76421;MELAMARE                              ;76170;MELAMARE                              
76422;MELLEVILLE                            ;76260;MELLEVILLE                            
76423;MENERVAL                              ;76220;MENERVAL                              
76424;MENONVAL                              ;76270;MENONVAL                              
76425;MENTHEVILLE                           ;76110;MENTHEVILLE                           
76426;MESANGUEVILLE                         ;76780;MESANGUEVILLE                         
76427;MESNIERES EN BRAY                     ;76270;MESNIERES EN BRAY                     
76428;LE MESNIL DURDENT                     ;76460;LE MESNIL DURDENT                     
76429;LE MESNIL ESNARD                      ;76240;LE MESNIL ESNARD                      
76430;MESNIL FOLLEMPRISE                    ;76660;MESNIL FOLLEMPRISE                    
76431;LE MESNIL LIEUBRAY                    ;76780;LE MESNIL LIEUBRAY                    
76432;MESNIL MAUGER                         ;76440;MESNIL MAUGER                         
76433;MESNIL PANNEVILLE                     ;76570;MESNIL PANNEVILLE                     
76434;MESNIL RAOUL                          ;76520;MESNIL RAOUL                          
76435;LE MESNIL REAUME                      ;76260;LE MESNIL REAUME                      
76436;LE MESNIL SOUS JUMIEGES               ;76480;LE MESNIL SOUS JUMIEGES               
76437;MEULERS                               ;76510;MEULERS                               
76438;MILLEBOSC                             ;76260;MILLEBOSC                             
76439;MIRVILLE                              ;76210;MIRVILLE                              
76440;MOLAGNIES                             ;76220;MOLAGNIES                             
76441;MONCHAUX SORENG                       ;76340;MONCHAUX SORENG                       
76442;MONCHY SUR EU                         ;76260;MONCHY SUR EU                         
76443;MONT CAUVAIRE                         ;76690;MONT CAUVAIRE                         
76444;MONT DE L IF                          ;76190;MONT DE L IF                          
76445;MONTEROLIER                           ;76680;MONTEROLIER                           
76446;MONTIGNY                              ;76380;MONTIGNY                              
76447;MONTIVILLIERS                         ;76290;MONTIVILLIERS                         
76448;MONTMAIN                              ;76520;MONTMAIN                              
76449;MONTREUIL EN CAUX                     ;76850;MONTREUIL EN CAUX                     
76450;MONTROTY                              ;76220;MONTROTY                              
76451;MONT ST AIGNAN                        ;76130;MONT ST AIGNAN                        
76452;MONTVILLE                             ;76710;MONTVILLE                             
76453;MORGNY LA POMMERAYE                   ;76750;MORGNY LA POMMERAYE                   
76454;MORTEMER                              ;76270;MORTEMER                              
76455;MORVILLE SUR ANDELLE                  ;76780;MORVILLE SUR ANDELLE                  
76456;MOTTEVILLE                            ;76970;MOTTEVILLE                            
76457;MOULINEAUX                            ;76530;MOULINEAUX                            
76458;MUCHEDENT                             ;76590;MUCHEDENT                             
76459;NESLE HODENG                          ;76270;NESLE HODENG                          
76460;NESLE NORMANDEUSE                     ;76340;NESLE NORMANDEUSE                     
76461;NEUFBOSC                              ;76680;NEUFBOSC                              
76462;NEUFCHATEL EN BRAY                    ;76270;NEUFCHATEL EN BRAY                    
76463;NEUF MARCHE                           ;76220;NEUF MARCHE                           
76464;LA NEUVILLE CHANT D OISEL             ;76520;LA NEUVILLE CHANT D OISEL             
76465;NEUVILLE FERRIERES                    ;76270;NEUVILLE FERRIERES                    
76467;NEVILLE                               ;76460;NEVILLE                               
76468;NOINTOT                               ;76210;NOINTOT                               
76469;NOLLEVAL                              ;76780;NOLLEVAL                              
76470;NORMANVILLE                           ;76640;NORMANVILLE                           
76471;NORVILLE                              ;76330;NORVILLE                              
76472;NOTRE DAME D ALIERMONT                ;76510;NOTRE DAME D ALIERMONT                
76473;NOTRE DAME DE BLIQUETUIT              ;76940;NOTRE DAME DE BLIQUETUIT              
76474;NOTRE DAME DE BONDEVILLE              ;76960;NOTRE DAME DE BONDEVILLE              
76475;FRANQUEVILLE ST PIERRE                ;76520;FRANQUEVILLE ST PIERRE                
76476;NOTRE DAME DE GRAVENCHON              ;76330;NOTRE DAME DE GRAVENCHON              
76477;NOTRE DAME DU BEC                     ;76133;NOTRE DAME DU BEC                     
76478;NOTRE DAME DU PARC                    ;76590;NOTRE DAME DU PARC                    
76479;NULLEMONT                             ;76390;NULLEMONT                             
76480;OCQUEVILLE                            ;76450;OCQUEVILLE                            
76481;OCTEVILLE SUR MER                     ;76930;OCTEVILLE SUR MER                     
76482;OFFRANVILLE                           ;76550;OFFRANVILLE                           
76483;OHERVILLE                             ;76560;OHERVILLE                             
76484;OISSEL                                ;76350;OISSEL                                
76485;OMONVILLE                             ;76730;OMONVILLE                             
76486;ORIVAL                                ;76500;ORIVAL                                
76487;OSMOY ST VALERY                       ;76660;OSMOY ST VALERY                       
76488;OUAINVILLE                            ;76450;OUAINVILLE                            
76489;OUDALLE                               ;76430;OUDALLE                               
76490;OURVILLE EN CAUX                      ;76450;OURVILLE EN CAUX                      
76491;OUVILLE L ABBAYE                      ;76760;OUVILLE L ABBAYE                      
76492;OUVILLE LA RIVIERE                    ;76860;OUVILLE LA RIVIERE                    
76493;PALUEL                                ;76450;PALUEL                                
76494;PARC D ANXTOT                         ;76210;PARC D ANXTOT                         
76495;PAVILLY                               ;76570;PAVILLY                               
76496;PENLY                                 ;76630;PENLY                                 
76497;PETIT COURONNE                        ;76650;PETIT COURONNE                        
76498;LE PETIT QUEVILLY                     ;76140;LE PETIT QUEVILLY                     
76499;PETIVILLE                             ;76330;PETIVILLE                             
76500;PIERRECOURT                           ;76340;PIERRECOURT                           
76501;PIERREFIQUES                          ;76280;PIERREFIQUES                          
76502;PIERREVAL                             ;76750;PIERREVAL                             
76503;PISSY POVILLE                         ;76360;PISSY POVILLE                         
76504;PLEINE SEVE                           ;76460;PLEINE SEVE                           
76505;POMMEREUX                             ;76440;POMMEREUX                             
76506;POMMEREVAL                            ;76680;POMMEREVAL                            
76507;PONTS ET MARAIS                       ;76260;PONTS ET MARAIS                       
76508;LA POTERIE CAP D ANTIFER              ;76280;LA POTERIE CAP D ANTIFER              
76509;PREAUX                                ;76160;PREAUX                                
76510;PRETOT VICQUEMARE                     ;76560;PRETOT VICQUEMARE                     
76511;PREUSEVILLE                           ;76660;PREUSEVILLE                           
76512;PUISENVAL                             ;76660;PUISENVAL                             
76513;QUEVILLON                             ;76840;QUEVILLON                             
76514;QUEVREVILLE LA POTERIE                ;76520;QUEVREVILLE LA POTERIE                
76515;QUIBERVILLE                           ;76860;QUIBERVILLE                           
76516;QUIEVRECOURT                          ;76270;QUIEVRECOURT                          
76517;QUINCAMPOIX                           ;76230;QUINCAMPOIX                           
76518;RAFFETOT                              ;76210;RAFFETOT                              
76519;RAINFREVILLE                          ;76730;RAINFREVILLE                          
76520;REALCAMP                              ;76340;REALCAMP                              
76521;REBETS                                ;76750;REBETS                                
76522;LA REMUEE                             ;76430;LA REMUEE                             
76523;RETONVAL                              ;76340;RETONVAL                              
76524;REUVILLE                              ;76560;REUVILLE                              
76525;RICARVILLE                            ;76640;RICARVILLE                            
76526;RICARVILLE DU VAL                     ;76510;RICARVILLE DU VAL                     
76527;RICHEMONT                             ;76390;RICHEMONT                             
76528;RIEUX                                 ;76340;RIEUX                                 
76529;RIVILLE                               ;76540;RIVILLE                               
76530;ROBERTOT                              ;76560;ROBERTOT                              
76531;ROCQUEFORT                            ;76640;ROCQUEFORT                            
76532;ROCQUEMONT                            ;76680;ROCQUEMONT                            
76533;ROGERVILLE                            ;76700;ROGERVILLE                            
76534;ROLLEVILLE                            ;76133;ROLLEVILLE                            
76535;RONCHEROLLES EN BRAY                  ;76440;RONCHEROLLES EN BRAY                  
76536;RONCHEROLLES SUR LE VIVIER            ;76160;RONCHEROLLES SUR LE VIVIER            
76537;RONCHOIS                              ;76390;RONCHOIS                              
76538;ROSAY                                 ;76680;ROSAY                                 
76540;ROUEN                                 ;76000;ROUEN                                 
76540;ROUEN                                 ;76100;ROUEN                                 
76541;ROUMARE                               ;76480;ROUMARE                               
76542;ROUTES                                ;76560;ROUTES                                
76543;ROUVILLE                              ;76210;ROUVILLE                              
76544;ROUVRAY CATILLON                      ;76440;ROUVRAY CATILLON                      
76545;ROUXMESNIL BOUTEILLES                 ;76370;ROUXMESNIL BOUTEILLES                 
76546;ROYVILLE                              ;76730;ROYVILLE                              
76547;LA RUE ST PIERRE                      ;76690;LA RUE ST PIERRE                      
76548;RY                                    ;76116;RY                                    
76549;SAANE ST JUST                         ;76730;SAANE ST JUST                         
76550;SAHURS                                ;76113;SAHURS                                
76551;SAINNEVILLE                           ;76430;SAINNEVILLE                           
76552;STE ADRESSE                           ;76310;STE ADRESSE                           
76553;STE AGATHE D ALIERMONT                ;76660;STE AGATHE D ALIERMONT                
76554;ST AIGNAN SUR RY                      ;76116;ST AIGNAN SUR RY                      
76555;ST ANDRE SUR CAILLY                   ;76690;ST ANDRE SUR CAILLY                   
76556;ST ANTOINE LA FORET                   ;76170;ST ANTOINE LA FORET                   
76557;ST ARNOULT                            ;76490;ST ARNOULT                            
76558;ST AUBIN CELLOVILLE                   ;76520;ST AUBIN CELLOVILLE                   
76559;ST AUBIN DE CRETOT                    ;76190;ST AUBIN DE CRETOT                    
76560;ST AUBIN EPINAY                       ;76160;ST AUBIN EPINAY                       
76561;ST AUBIN LES ELBEUF                   ;76410;ST AUBIN LES ELBEUF                   
76562;ST AUBIN LE CAUF                      ;76510;ST AUBIN LE CAUF                      
76563;ST AUBIN ROUTOT                       ;76430;ST AUBIN ROUTOT                       
76564;ST AUBIN SUR MER                      ;76740;ST AUBIN SUR MER                      
76565;ST AUBIN SUR SCIE                     ;76550;ST AUBIN SUR SCIE                     
76566;STE AUSTREBERTHE                      ;76570;STE AUSTREBERTHE                      
76567;STE BEUVE EN RIVIERE                  ;76270;STE BEUVE EN RIVIERE                  
76568;ST CLAIR SUR LES MONTS                ;76190;ST CLAIR SUR LES MONTS                
76569;STE COLOMBE                           ;76460;STE COLOMBE                           
76570;ST CRESPIN                            ;76590;ST CRESPIN                            
76571;STE CROIX SUR BUCHY                   ;76750;STE CROIX SUR BUCHY                   
76572;ST DENIS D ACLON                      ;76860;ST DENIS D ACLON                      
76573;ST DENIS LE THIBOULT                  ;76116;ST DENIS LE THIBOULT                  
76574;ST DENIS SUR SCIE                     ;76890;ST DENIS SUR SCIE                     
76575;ST ETIENNE DU ROUVRAY                 ;76800;ST ETIENNE DU ROUVRAY                 
76576;ST EUSTACHE LA FORET                  ;76210;ST EUSTACHE LA FORET                  
76577;STE FOY                               ;76590;STE FOY                               
76578;STE GENEVIEVE                         ;76440;STE GENEVIEVE                         
76580;ST GEORGES SUR FONTAINE               ;76690;ST GEORGES SUR FONTAINE               
76581;ST GERMAIN DES ESSOURTS               ;76750;ST GERMAIN DES ESSOURTS               
76582;ST GERMAIN D ETABLES                  ;76590;ST GERMAIN D ETABLES                  
76583;ST GERMAIN SOUS CAILLY                ;76690;ST GERMAIN SOUS CAILLY                
76584;ST GERMAIN SUR EAULNE                 ;76270;ST GERMAIN SUR EAULNE                 
76585;ST GILLES DE CRETOT                   ;76490;ST GILLES DE CRETOT                   
76586;ST GILLES DE LA NEUVILLE              ;76430;ST GILLES DE LA NEUVILLE              
76587;STE HELENE BONDEVILLE                 ;76400;STE HELENE BONDEVILLE                 
76588;ST HELLIER                            ;76680;ST HELLIER                            
76589;ST HONORE                             ;76590;ST HONORE                             
